machine_id,machine_type,plant_section,shift,maintenance_plan,temperature_c,vibration_mm_s,pressure_bar,operating_hours,days_since_service,load_percent,alarm_count_30d,critical_failure_30d
M-201380,Motor,Process-B,Night,Standard,65.237,2.353,6.409,11658.54,27.22,82.5,2,0
M-201381,Motor,Process-B,Night,Minimal,73.698,1.3832,6.52,6700.98,55.08,52.437,1,0
M-201382,Motor,Utilities,Day,Standard,66.021,2.4611,6.425,5036.4,91.47,,1,0
M-201383,Compressor,Process-B,Day,Minimal,69.478,,7.871,5847.65,29.71,64.829,1,0
M-201384,Pump,Process-B,Day,Standard,64.536,0.9029,9.039,4674.33,37.14,86.989,1,0
M-201385,Fan,Packaging,Day,Enhanced,53.882,1.3083,5.894,5137.54,51.1,47.899,2,0
M-201386,Motor,Process-B,Day,,62.903,1.1665,7.823,8008.2,62.73,87.529,0,0
M-201387,Motor,Utilities,Evening,Standard,77.055,1.4323,9.146,2763.18,,70.863,2,0
M-201388,Compressor,Process-A,Night,Standard,65.546,2.5807,7.482,6897.95,22.64,73.168,1,0
M-201389,Compressor,Packaging,,Standard,63.434,2.3123,7.448,5991.53,34.42,67.061,3,0
M-201390,Motor,Utilities,Day,Enhanced,83.4,1.3459,4.851,1842.18,101.52,72.721,,0
M-201391,Fan,Storage,Night,Standard,,2.5212,4.978,1661.63,93.41,66.941,0,0
M-201392,Pump,Utilities,Evening,Standard,67.479,2.5229,6.674,2824.24,120.94,40.948,2,0
M-201393,Compressor,Process-A,Night,Enhanced,62.015,3.5958,7.729,8205.53,75.35,68.728,0,0
M-201394,Compressor,,Day,Minimal,71.546,1.1569,5.766,5321.16,106.7,62.439,2,0
M-201395,Motor,Process-A,Evening,Standard,68.651,2.5964,6.208,5616.3,90.56,69.016,1,0
M-201396,Fan,Process-A,Day,,71.386,0.8575,5.919,,103.05,73.024,0,0
M-201397,Fan,Process-B,Day,Standard,62.442,2.4779,6.228,2250.23,22.01,86.113,0,0
M-201398,Motor,Process-A,Night,Standard,66.292,3.9416,6.231,8061.66,87.21,57.501,3,0
M-201399,Fan,Process-B,Evening,Standard,73.235,1.3518,6.399,3620.56,26.57,,0,0
M-201400,Motor,Process-A,Night,Minimal,48.469,2.5935,3.015,2185.62,37.59,54.475,2,0
M-201401,Fan,Process-A,Night,Enhanced,81.549,1.898,9.291,7441.4,,96.629,2,0
M-201402,Pump,Packaging,Night,Standard,64.847,2.4087,5.774,6387.71,106.21,65.119,0,0
M-201403,Pump,Utilities,Evening,Standard,67.275,2.0265,6.598,6112.92,75.92,42.923,2,0
M-201404,Fan,,Night,Enhanced,60.561,0.5971,5.469,5976.26,,52.634,3,0
M-201405,Motor,Process-A,Night,Standard,68.196,1.4399,8.913,1764.91,18.95,58.774,0,0
M-201406,Fan,Utilities,Night,Standard,68.429,1.6564,5.991,10506.11,135.82,52.231,1,0
M-201407,Motor,Utilities,Day,Standard,72.031,2.0101,4.887,15738.36,47.96,71.802,,0
M-201408,Motor,Utilities,Evening,Minimal,57.364,2.182,7.619,1793.04,38.22,86.283,3,0
M-201409,Fan,Process-A,Day,Minimal,60.618,2.4822,10.522,4578.24,170.31,67.412,4,0
M-201410,Pump,Process-A,Day,Standard,69.665,2.5246,8.508,4020.8,92.76,73.036,1,0
M-201411,Compressor,Process-B,Day,Minimal,63.59,1.862,8.533,4211.27,61.92,93.179,3,0
M-201412,Fan,Utilities,Day,Standard,64.783,1.6597,4.769,2348.05,139.68,63.93,1,0
M-201413,Fan,Packaging,Night,Standard,53.326,2.3652,6.479,2336.97,45.22,87.123,3,0
M-201414,Motor,Process-A,Day,Standard,56.755,0.4714,7.733,5051.15,11.65,42.829,0,0
M-201415,Compressor,Utilities,Evening,Enhanced,83.726,1.9721,9.12,1069.38,,95.402,2,0
M-201416,Motor,Process-B,Night,Minimal,70.23,1.0426,8.571,4731.78,48.12,86.485,1,0
M-201417,Compressor,Utilities,Night,,63.111,1.9405,5.207,3613.16,58.61,73.452,1,0
M-201418,Motor,,Night,Enhanced,83.38,1.4887,7.48,7539.78,365.0,89.49,2,1
M-201419,Motor,Packaging,Evening,Standard,73.098,1.2348,7.11,3832.11,,60.865,2,0
M-201420,Motor,Process-B,Day,Standard,56.139,4.3671,6.024,6178.4,99.69,57.079,1,0
M-201421,Motor,Packaging,Night,Standard,38.205,1.1634,7.789,3268.15,91.14,64.097,2,0
M-201422,Motor,Utilities,Day,Minimal,63.213,1.9554,,14901.39,19.28,101.156,1,0
M-201423,Pump,Utilities,Night,Enhanced,74.576,1.5107,6.844,3335.31,46.32,83.446,1,0
M-201424,Motor,Storage,Night,Standard,75.306,1.8787,6.378,4826.3,30.38,,0,0
M-201425,Motor,Process-A,Evening,Standard,55.537,2.09,6.465,5654.83,139.09,84.514,3,0
M-201426,Compressor,Process-B,Day,Standard,70.632,3.5792,8.746,6123.7,105.34,59.25,0,0
M-201427,Motor,Packaging,Day,Standard,65.589,1.6901,5.392,4228.62,234.16,,2,0
M-201428,Compressor,Storage,Day,Standard,72.388,1.3301,4.086,,47.87,63.638,0,0
M-201429,Motor,Process-A,Day,Enhanced,,4.4733,6.016,10297.95,107.42,64.73,,0
M-201430,Motor,,Night,Standard,74.634,1.025,8.835,9837.22,10.56,106.408,1,0
M-201431,Motor,Process-B,Evening,Enhanced,73.216,5.2653,6.593,5261.65,226.39,99.952,1,1
M-201432,Pump,,Evening,Standard,66.588,2.0089,5.659,10004.78,62.06,54.466,3,0
M-201433,Fan,Process-B,Day,Enhanced,72.851,1.2899,6.247,9762.95,51.65,48.167,1,0
M-201434,Fan,,Day,Standard,64.518,,5.295,1852.93,234.74,84.283,1,0
M-201435,Compressor,Process-A,Evening,Enhanced,71.313,1.5726,7.218,3513.41,73.87,61.148,3,0
M-201436,Fan,Process-A,Day,Standard,61.062,3.1316,8.724,3355.04,50.72,,3,0
M-201437,Motor,Process-B,Day,Standard,74.923,1.3509,4.943,1853.32,110.5,59.747,4,0
M-201438,Fan,Process-B,Day,Standard,,0.7311,4.909,4308.57,53.11,101.848,2,0
M-201439,Motor,Process-A,Day,Standard,47.01,5.3136,8.625,9469.21,32.99,49.646,4,1
M-201440,Compressor,Process-A,Night,Standard,73.137,0.9977,4.761,3556.96,55.47,63.682,0,0
M-201441,Pump,Storage,Evening,Enhanced,60.822,1.4541,7.586,8590.02,46.17,65.101,1,0
M-201442,Motor,Utilities,Evening,Standard,44.107,2.0624,6.924,2469.21,107.55,,1,0
M-201443,Pump,Process-B,Day,Standard,58.817,1.7881,,1429.94,35.72,70.456,1,0
M-201444,Motor,Packaging,Day,Standard,75.866,1.6326,5.522,2886.33,59.0,77.179,0,0
M-201445,,Utilities,Night,Enhanced,56.142,1.7354,6.105,4368.12,,72.642,2,0
M-201446,Motor,Process-A,Night,Standard,75.879,1.3732,,4292.23,,72.031,1,0
M-201447,Compressor,Utilities,Day,Standard,52.585,3.0648,,1349.44,134.22,73.831,0,0
M-201448,Motor,Process-B,Night,Standard,63.494,1.4355,9.022,782.33,,69.942,1,0
M-201449,Compressor,Storage,Day,Minimal,77.996,,5.55,5248.29,111.14,49.946,1,0
M-201450,Fan,Process-A,Day,Standard,57.578,0.6727,7.631,10891.79,20.15,56.122,1,0
M-201451,Compressor,Utilities,Day,Standard,55.702,0.792,6.674,2714.99,54.08,60.748,0,0
M-201452,Motor,Process-B,Day,Minimal,58.138,2.4292,6.845,,95.99,62.007,2,0
M-201453,Pump,Utilities,Night,,84.28,2.8291,6.407,4106.48,85.37,66.223,1,0
M-201454,Motor,Storage,Day,Standard,66.428,1.281,6.137,5462.65,119.3,72.004,1,0
M-201455,Compressor,Storage,Day,Standard,59.338,1.5394,8.34,855.34,53.05,79.468,3,0
M-201456,Pump,Packaging,Day,Standard,75.189,1.8599,6.544,4465.53,63.18,72.281,3,0
M-201457,Compressor,,Day,Standard,65.778,0.8362,6.4,3703.34,128.14,56.042,0,0
M-201458,Fan,Process-A,Day,Minimal,,2.2247,6.538,18000.0,26.56,88.757,1,0
M-201459,Motor,Process-B,Day,Standard,74.385,1.9687,6.962,3370.9,,91.408,0,0
M-201460,Compressor,Packaging,Evening,Standard,67.789,4.7908,3.81,3610.26,39.06,86.268,0,1
M-201461,Compressor,,Day,Enhanced,61.027,2.0589,10.256,1907.44,27.21,65.495,3,0
M-201462,Motor,Utilities,Day,Standard,55.552,3.1222,6.577,3911.51,72.79,59.752,2,0
M-201463,Fan,Process-A,Evening,Standard,65.357,3.6424,4.715,,28.71,98.581,3,0
M-201464,Motor,Storage,Night,Standard,73.986,1.3454,4.044,1549.81,96.15,52.943,0,0
M-201465,Fan,Process-A,Day,Enhanced,56.592,1.7884,4.612,7846.06,86.58,94.882,0,0
M-201466,Pump,Process-A,Evening,Standard,,2.7658,8.628,1687.31,48.74,78.32,2,0
M-201467,Pump,Process-B,Evening,Enhanced,75.362,1.6954,6.361,1234.94,81.23,86.347,2,0
M-201468,Compressor,Utilities,Night,Standard,56.865,4.4579,5.142,1956.66,57.09,94.353,2,0
M-201469,Motor,Utilities,Night,Standard,73.816,1.4179,10.453,3552.94,,39.095,2,0
M-201470,Pump,Packaging,Day,Standard,66.136,4.0451,8.129,8042.89,176.42,60.754,1,0
M-201471,Pump,Process-B,Night,Enhanced,73.64,,,3868.45,98.91,,3,1
M-201472,Pump,Process-B,Evening,Standard,74.954,1.0957,7.46,6201.2,29.89,84.887,0,0
M-201473,Motor,Storage,,Enhanced,63.608,1.4804,,4359.08,108.57,66.721,2,0
M-201474,Motor,Process-B,Evening,,64.602,1.0751,8.812,5338.71,106.84,90.856,1,0
M-201475,,Process-B,Day,Standard,59.114,1.6157,2.363,3134.24,28.56,85.473,0,0
M-201476,Pump,,Evening,Enhanced,73.817,4.3187,,8860.37,11.66,83.645,2,0
M-201477,Fan,Utilities,Day,,88.268,,6.961,5543.3,58.24,66.738,3,0
M-201478,Motor,Process-A,Evening,Standard,66.448,3.3402,5.54,8746.31,71.13,41.905,0,0
M-201479,Compressor,Process-B,Day,Enhanced,68.585,2.826,2.299,6268.93,28.43,67.569,0,0
M-201480,,Packaging,Night,Enhanced,56.164,1.5169,7.303,17521.25,121.74,58.814,3,0
M-201481,Pump,Process-A,Night,,68.621,2.6099,4.406,2679.69,25.95,70.633,1,0
M-201482,Motor,Packaging,Evening,Enhanced,63.321,2.4631,4.081,4873.88,70.72,51.586,2,0
M-201483,Pump,Storage,Day,Enhanced,58.552,2.9426,7.323,,18.01,69.986,1,0
M-201484,Pump,Process-B,Day,Standard,64.002,2.2207,7.523,3217.29,175.7,46.245,2,0
M-201485,Fan,Process-B,Day,Enhanced,78.66,2.3269,6.702,2920.57,30.42,72.964,3,0
M-201486,Motor,Process-A,Day,Standard,,2.1767,7.208,7043.45,121.86,83.657,4,0
M-201487,Compressor,Process-B,Night,Standard,60.295,3.7789,6.407,6838.92,75.08,68.981,1,0
M-201488,Compressor,Process-A,Evening,Standard,,3.278,6.609,6511.54,88.43,79.492,2,0
M-201489,Pump,Packaging,Day,Enhanced,77.715,2.4315,6.844,6861.17,109.88,84.25,0,0
M-201490,Pump,Storage,Day,Standard,59.238,1.2746,,1884.71,65.63,84.742,2,0
M-201491,Motor,Process-A,Night,Standard,53.087,,7.498,8428.65,23.29,77.946,2,0
M-201492,Pump,Utilities,Day,Standard,72.426,1.9137,,7218.22,50.66,75.848,1,0
M-201493,Motor,Process-B,Night,Enhanced,66.848,0.9362,7.283,5572.62,,102.072,1,0
M-201494,Pump,Utilities,Day,Enhanced,76.309,1.1079,5.066,5949.77,223.09,51.755,1,0
M-201495,Pump,Utilities,Night,Standard,76.04,1.1589,3.978,3019.5,71.63,49.682,3,0
M-201496,Fan,Process-B,Day,Standard,69.489,4.1659,4.909,1908.46,94.94,62.453,1,0
M-201497,Fan,Storage,Night,Enhanced,75.014,4.2808,6.942,5108.14,63.19,79.957,2,0
M-201498,Pump,,Day,Minimal,67.351,1.6466,8.148,2080.52,53.46,72.572,3,0
M-201499,Fan,Utilities,Day,Standard,63.339,1.7181,5.995,5664.96,,86.116,5,0
M-201500,Pump,Utilities,Day,Standard,66.807,2.2859,5.04,,44.28,64.304,2,0
M-201501,Fan,Process-B,Night,Standard,89.796,5.3155,6.666,4211.59,125.77,57.706,2,1
M-201502,Motor,Packaging,Night,Standard,,1.7944,6.201,5255.91,197.52,40.272,1,0
M-201503,Motor,Utilities,Day,Enhanced,64.261,3.2836,7.774,5886.16,54.63,59.404,2,0
M-201504,Compressor,,Night,Standard,79.922,,4.467,10342.11,17.9,,3,0
M-201505,Motor,Utilities,Day,Standard,69.168,3.1852,,5672.19,134.91,78.366,0,0
M-201506,Pump,Process-B,Day,Standard,74.148,0.7638,7.327,3622.38,117.64,,0,0
M-201507,Compressor,Process-A,Day,Standard,62.511,,4.656,6966.77,44.41,67.066,1,0
M-201508,Pump,Process-A,Evening,Standard,58.377,1.5379,7.961,8219.24,39.66,40.876,,0
M-201509,Compressor,,Night,Standard,64.154,3.6201,,5700.33,44.83,68.308,0,0
M-201510,Motor,Utilities,Evening,Enhanced,60.055,,5.153,3652.38,62.22,46.721,1,0
M-201511,Pump,Packaging,Night,Minimal,61.769,0.7389,4.956,3413.19,85.45,84.69,0,0
M-201512,Pump,Process-B,Day,Enhanced,53.524,,6.402,2485.48,181.56,101.75,1,0
M-201513,Pump,Process-B,Day,,61.007,,6.846,2908.11,79.72,70.112,1,0
M-201514,Pump,Utilities,Evening,Minimal,,1.8594,8.316,5870.82,65.1,94.007,2,0
M-201515,Fan,Process-B,Day,Standard,58.575,0.8548,6.732,2319.85,40.26,81.83,0,0
M-201516,Pump,Process-B,Night,,84.143,1.0338,4.43,6489.38,179.0,88.007,1,1
M-201517,Motor,Process-B,Night,Enhanced,58.947,2.3106,7.816,3586.46,45.35,68.416,3,0
M-201518,Fan,Packaging,Night,Minimal,68.565,2.3592,6.112,2090.94,97.47,91.08,0,0
M-201519,Compressor,Process-B,Evening,Enhanced,,,7.629,4098.31,90.84,60.049,1,0
M-201520,,Utilities,Day,Enhanced,62.426,1.2618,3.535,3784.6,163.68,74.215,0,0
M-201521,Pump,Utilities,Day,Standard,70.299,4.3839,6.811,8501.12,117.99,55.326,1,0
M-201522,Pump,Utilities,Day,Standard,,0.9112,4.968,1038.46,75.89,74.728,0,0
M-201523,Motor,Packaging,Day,Standard,77.136,1.4967,6.574,6137.22,147.84,80.653,1,0
M-201524,Compressor,Storage,Day,Minimal,,4.2304,5.098,4081.64,142.9,85.866,2,0
M-201525,Pump,Process-A,Evening,Standard,78.8,0.9378,8.626,5026.32,129.59,75.037,0,1
M-201526,Motor,,Night,Standard,62.228,0.7631,5.815,2092.91,51.94,88.603,0,0
M-201527,Compressor,Utilities,Day,Enhanced,57.642,0.9179,7.474,,49.34,75.316,2,0
M-201528,Compressor,Process-A,Day,Standard,85.257,1.0022,7.202,3858.1,51.53,110.0,1,1
M-201529,Motor,Utilities,Day,Minimal,61.491,1.781,8.214,1977.66,147.74,48.759,2,0
M-201530,Pump,Packaging,Night,Enhanced,,2.9147,8.103,2735.48,86.55,70.003,3,0
M-201531,Compressor,Utilities,Evening,Enhanced,66.287,0.9103,4.887,6792.6,64.39,48.541,1,0
M-201532,Pump,Process-A,Night,Standard,65.18,1.034,5.634,5648.0,71.25,84.578,1,0
M-201533,Fan,Process-B,Night,Standard,54.648,2.5038,,4917.22,111.96,81.252,,1
M-201534,Compressor,Packaging,Day,Minimal,77.193,2.2501,4.246,8577.51,62.99,60.532,1,0
M-201535,Pump,,Day,Minimal,55.03,2.7761,5.824,2077.32,132.5,56.414,4,0
M-201536,Motor,Packaging,Evening,Minimal,61.076,1.3208,7.575,7871.04,38.71,23.586,1,0
M-201537,Compressor,,Day,Enhanced,59.946,1.4673,5.639,1403.98,59.94,49.101,2,0
M-201538,Motor,Packaging,Night,Standard,56.999,2.8291,,4259.51,94.82,91.359,1,0
M-201539,Motor,Process-B,Day,Standard,67.715,0.5604,5.309,8875.21,31.8,49.823,4,0
M-201540,Pump,Utilities,Day,Standard,85.095,1.3417,6.418,3746.23,59.12,77.308,0,0
M-201541,Motor,Utilities,Day,,78.702,1.3959,5.347,,159.13,88.864,3,0
M-201542,Compressor,Process-A,Day,Enhanced,66.67,2.6547,6.09,8667.43,63.66,74.582,1,0
M-201543,Fan,Storage,Day,Standard,56.318,1.6313,8.287,2651.3,,56.718,2,0
M-201544,Motor,Storage,Evening,Minimal,88.478,3.9204,4.796,4583.72,262.7,77.542,1,1
M-201545,Compressor,Packaging,Day,Standard,80.483,1.8122,7.102,5127.25,136.55,52.537,5,0
M-201546,Pump,,Night,Enhanced,63.652,1.9977,8.982,1907.45,68.59,62.427,2,0
M-201547,Motor,Process-B,Day,Standard,78.314,0.9705,8.662,11137.77,,92.803,2,1
M-201548,Motor,Utilities,Day,Standard,59.566,1.4122,6.842,3983.18,17.22,76.686,0,0
M-201549,Motor,Process-B,Night,Minimal,74.876,1.309,8.268,12367.74,235.8,,3,1
M-201550,Fan,Process-A,Evening,Minimal,63.398,0.8739,,3707.11,39.83,92.927,0,0
M-201551,Compressor,Process-B,Day,Minimal,84.91,2.4359,,3568.1,34.39,84.646,1,0
M-201552,Pump,Process-A,Evening,Enhanced,78.039,1.7306,5.952,5347.48,110.96,58.649,0,0
M-201553,Fan,Utilities,Day,Enhanced,,4.472,7.263,1483.28,176.92,101.424,3,1
M-201554,Fan,Utilities,Evening,Enhanced,83.602,2.0252,5.384,9314.51,91.14,62.635,1,0
M-201555,Compressor,Packaging,Night,Minimal,73.481,1.3061,8.094,2769.09,141.73,92.838,6,0
M-201556,,Packaging,Night,Minimal,67.425,0.9498,8.053,12786.19,213.81,89.892,3,1
M-201557,Motor,Utilities,Evening,Standard,51.319,1.7012,5.936,4452.31,101.45,99.59,1,0
M-201558,Motor,Utilities,Night,Minimal,78.815,2.4386,8.928,10904.61,69.1,80.56,1,0
M-201559,Motor,Packaging,Evening,Minimal,52.761,3.2059,5.448,9403.16,130.8,77.147,2,0
M-201560,Fan,Process-A,Evening,Enhanced,77.112,4.1457,6.965,6841.09,11.13,87.231,2,0
M-201561,Fan,,Day,Standard,61.268,1.0991,5.774,4425.5,41.59,83.183,2,0
M-201562,Motor,Utilities,Evening,Standard,58.877,1.2252,7.477,6354.08,113.69,69.408,3,0
M-201563,Motor,Utilities,Day,Minimal,72.067,1.4878,5.678,10854.5,,80.081,0,0
M-201564,Compressor,Process-B,Night,Minimal,60.685,2.6236,6.248,2882.56,84.95,,4,1
M-201565,Compressor,Packaging,Evening,Minimal,,2.1972,6.795,3717.37,,71.204,0,0
M-201566,Motor,Process-B,Day,Standard,79.346,0.9857,8.823,7676.61,15.85,,3,0
M-201567,,Process-B,Night,Standard,72.23,1.8092,5.536,6953.07,4.18,61.702,0,0
M-201568,Pump,Process-A,Night,Enhanced,,4.9541,8.41,2241.16,179.43,65.051,2,0
M-201569,Fan,Process-A,Evening,Standard,84.691,1.4179,9.488,3519.41,87.29,75.758,0,0
M-201570,Compressor,Process-A,Day,Standard,64.303,1.1024,6.407,8001.14,82.44,88.64,2,0
M-201571,Pump,Process-A,Evening,Standard,59.856,0.7325,6.914,10403.55,50.37,71.517,2,0
M-201572,Pump,Process-A,Day,Enhanced,64.992,1.803,4.972,5420.54,63.24,66.404,0,0
M-201573,Pump,Process-B,Evening,Enhanced,67.972,1.1516,5.414,11233.15,75.79,59.704,2,0
M-201574,Fan,Process-A,Day,,75.772,,6.557,6407.79,198.7,64.843,1,1
M-201575,Compressor,Process-A,Day,Standard,76.248,3.6228,5.686,4547.08,181.09,89.275,1,1
M-201576,Compressor,Process-B,Night,Standard,83.616,,6.794,1330.39,251.2,72.729,0,0
M-201577,Pump,Utilities,Day,Enhanced,63.65,1.4474,5.198,10747.59,,72.702,1,0
M-201578,Motor,Process-A,Night,Enhanced,,2.8368,6.971,4258.82,198.58,,2,0
M-201579,,Storage,Evening,Minimal,71.586,,5.534,3438.61,59.26,62.101,1,0
M-201580,Motor,Process-A,Evening,,70.196,2.5141,5.064,2428.01,41.31,72.639,0,0
M-201581,Motor,Process-B,Evening,Minimal,87.838,1.3171,6.2,7716.32,108.78,77.927,1,0
M-201582,Motor,Process-A,Evening,Enhanced,59.3,1.514,4.984,,177.88,82.949,3,1
M-201583,,Packaging,Day,Minimal,64.04,1.584,4.774,7367.56,12.5,89.47,0,0
M-201584,Pump,Process-B,Day,Standard,76.291,2.0001,5.192,6464.91,164.0,86.546,3,0
M-201585,Compressor,Process-B,Night,Minimal,53.427,3.5447,5.426,7072.82,31.87,76.915,,0
M-201586,Pump,,Evening,Standard,57.848,0.5931,5.032,8277.58,125.92,68.322,0,0
M-201587,,Process-A,Day,Standard,,2.1982,6.663,8908.14,112.69,88.206,4,0
M-201588,,Packaging,Night,Enhanced,52.44,1.3323,6.522,11371.39,127.46,89.252,0,0
M-201589,Pump,Utilities,Day,Standard,74.624,,6.771,5614.4,70.72,71.588,1,0
M-201590,Compressor,Process-B,Night,Standard,85.668,2.3465,7.501,7852.64,226.69,68.47,0,0
M-201591,Motor,Utilities,Day,Standard,68.187,1.8681,5.211,3291.72,55.2,67.804,4,0
M-201592,Fan,Process-A,Day,Minimal,69.524,2.4457,7.285,4583.98,130.73,60.519,5,0
M-201593,Pump,Utilities,Evening,Standard,69.526,2.5002,5.952,5720.88,87.92,51.873,2,0
M-201594,Fan,Packaging,Evening,Standard,47.421,2.121,6.028,1961.31,,71.306,3,0
M-201595,Pump,Process-A,Evening,Minimal,58.551,1.5012,7.314,5277.37,144.3,,1,0
M-201596,Pump,Utilities,Day,Standard,66.532,2.3512,5.106,5649.14,150.91,81.685,1,1
M-201597,Pump,Process-A,Night,Standard,68.125,2.8044,6.081,2594.79,66.05,76.633,1,0
M-201598,Pump,Packaging,Day,Standard,71.916,1.9868,7.719,1810.53,12.1,64.726,0,0
M-201599,,Process-B,Night,Minimal,62.725,2.3077,7.589,9973.81,77.77,74.762,4,0
M-201600,Motor,Packaging,Night,Standard,57.637,1.8656,5.494,3603.35,47.07,63.029,2,0
M-201601,Motor,Process-B,Night,Enhanced,66.895,0.8886,3.347,6142.25,156.58,86.681,3,1
M-201602,,Process-A,Day,Enhanced,74.509,3.1586,6.642,9896.42,199.54,89.326,,1
M-201603,Motor,Storage,Evening,Minimal,,1.3556,6.466,8181.36,89.01,67.921,0,1
M-201604,Motor,Storage,Night,Enhanced,75.368,1.3884,7.097,13155.56,27.62,77.403,1,0
M-201605,Compressor,Process-B,Day,Enhanced,71.975,5.5252,5.31,8690.89,45.82,83.25,1,1
M-201606,Pump,Process-A,Day,Standard,73.237,1.3109,7.874,2512.65,65.74,76.281,1,0
M-201607,,Process-A,Day,Standard,76.27,4.6426,,6700.35,38.08,74.164,1,0
M-201608,Fan,Utilities,Night,Standard,76.212,1.5485,,11308.29,166.38,69.595,2,1
M-201609,Motor,Packaging,Day,Standard,,2.6214,7.238,2291.64,21.26,74.134,0,0
M-201610,Compressor,Process-A,Evening,Standard,70.533,2.4366,5.326,1311.9,293.08,73.653,1,0
M-201611,Motor,Utilities,Day,Standard,53.891,1.0833,7.121,6874.8,,57.759,2,0
M-201612,Compressor,Packaging,Night,Minimal,74.598,,7.232,3706.05,63.29,84.213,3,1
M-201613,Fan,,Day,Standard,57.011,,10.007,2749.08,35.75,67.905,1,0
M-201614,Fan,Process-A,Evening,Standard,,,6.686,4584.48,61.68,55.917,2,0
M-201615,Compressor,Packaging,Day,Standard,72.406,2.8083,7.99,10505.03,68.53,65.147,1,1
M-201616,,Utilities,Evening,Standard,70.92,1.4419,7.93,8752.95,32.06,62.066,3,0
M-201617,Pump,Process-A,Day,Enhanced,68.883,2.3251,6.738,9795.71,72.6,60.246,2,0
M-201618,Pump,Packaging,Evening,Standard,84.178,1.425,4.994,1444.55,243.93,66.522,1,0
M-201619,Compressor,Process-A,Evening,Enhanced,64.904,1.7206,2.542,3386.23,171.44,67.391,1,0
M-201620,Fan,Process-B,Evening,Minimal,88.542,,6.314,5162.23,80.0,84.02,1,0
M-201621,Pump,Process-B,Day,Standard,61.653,,7.073,7007.01,70.4,74.586,3,0
M-201622,Pump,Process-A,Day,,71.794,2.2011,,1957.65,196.43,78.079,1,0
M-201623,Compressor,Utilities,Evening,Standard,79.241,4.4338,4.823,3854.66,64.54,73.674,3,1
M-201624,Fan,Packaging,Day,Minimal,,,2.764,5630.41,72.08,,0,0
M-201625,Motor,Packaging,Evening,Minimal,58.249,1.6962,7.297,5584.56,120.79,44.63,,0
M-201626,Compressor,Process-B,Night,Standard,68.324,2.2954,4.375,11481.95,138.51,56.768,3,0
M-201627,,Process-B,Night,Standard,63.06,1.895,6.049,2117.72,156.28,56.729,1,0
M-201628,Compressor,Process-A,Day,Standard,63.844,1.7179,6.883,11530.73,222.01,62.482,2,1
M-201629,Pump,Packaging,,Minimal,53.263,2.5729,6.168,1801.0,133.33,96.064,0,0
M-201630,Fan,Process-A,Evening,Enhanced,71.699,1.0931,5.223,5309.45,71.63,46.989,3,0
M-201631,Fan,Storage,Day,Standard,61.035,2.9956,7.596,5825.19,68.96,59.771,2,0
M-201632,Compressor,Packaging,Night,Standard,95.754,1.2159,5.965,4995.07,139.8,68.81,1,0
M-201633,Motor,Process-A,Night,Enhanced,56.67,0.8423,4.717,11043.18,154.24,66.728,3,0
M-201634,Pump,Packaging,Evening,Standard,81.671,1.4712,6.602,7185.12,,64.748,1,0
M-201635,Compressor,Packaging,Day,Enhanced,77.442,2.7945,6.051,2489.1,54.65,95.581,0,0
M-201636,,Process-B,Day,Standard,88.075,2.2672,5.898,10211.96,152.26,72.342,4,1
M-201637,Compressor,Process-A,Evening,Minimal,,1.3682,6.914,5219.66,113.95,74.348,2,0
M-201638,Compressor,Utilities,Evening,Minimal,70.96,2.0731,7.884,636.05,71.78,73.252,0,0
M-201639,Pump,Packaging,Day,Standard,64.899,1.3218,7.069,10779.27,92.03,69.411,1,0
M-201640,Compressor,Process-B,Night,Minimal,64.265,1.0677,,4094.63,199.69,51.2,2,1
M-201641,Compressor,Process-A,Evening,Standard,48.227,4.5003,7.167,8007.86,292.7,80.03,1,1
M-201642,Motor,Process-B,Day,Standard,68.567,1.4608,8.329,5756.61,59.02,45.357,3,0
M-201643,Compressor,Packaging,Evening,Enhanced,66.744,0.8806,6.044,3743.08,142.26,78.208,4,0
M-201644,Compressor,Process-A,Day,Enhanced,74.882,1.3465,5.433,4881.08,26.91,71.23,0,0
M-201645,Pump,Process-A,Evening,Standard,71.05,0.9229,6.794,10719.02,90.92,77.979,3,0
M-201646,Pump,Process-A,Day,Standard,84.402,,2.594,6684.18,41.7,74.769,1,0
M-201647,Motor,Process-A,Day,Minimal,84.13,1.1515,5.377,7436.05,,77.027,1,0
M-201648,Pump,Utilities,Day,Standard,82.622,0.9895,3.51,6603.16,,86.246,2,0
M-201649,Fan,Process-A,Day,Enhanced,69.138,1.8384,7.614,3068.27,68.61,87.358,1,0
M-201650,Compressor,Process-B,Day,Enhanced,61.342,1.6865,9.7,5860.72,35.99,93.642,0,0
M-201651,Pump,Process-B,Evening,Enhanced,60.464,0.6057,7.294,10661.22,157.22,57.58,2,0
M-201652,,Packaging,Night,Enhanced,89.657,0.858,6.755,5225.54,,71.912,3,0
M-201653,Motor,Process-A,Evening,Standard,57.148,2.2821,6.579,4873.9,88.76,66.307,4,1
M-201654,Compressor,Storage,Evening,Enhanced,70.766,1.095,5.573,,43.36,71.188,2,0
M-201655,Compressor,Process-B,Day,Standard,66.461,2.7483,9.496,7240.67,50.77,57.482,1,1
M-201656,Motor,Process-A,Day,,67.264,1.1468,4.842,4650.59,242.49,80.064,1,0
M-201657,Motor,Storage,Day,Standard,65.204,1.8534,4.981,5628.89,46.17,85.073,2,0
